*runtime[h] lower[m] comp release[Bq/s]
0.00 978 Aerosol_14.3mym 1.2744E+17
0.00 978 Aerosol_15.7mym 1.2744E+17
0.00 978 Aerosol_17.1mym 1.2744E+17
0.00 978 Aerosol_18.5mym 1.2744E+17
0.00 978 Aerosol_20.6mym 2.7081E+17
0.00 978 Aerosol_22.7mym 2.7081E+17
0.00 978 Aerosol_24.8mym 2.7081E+17
0.00 978 Aerosol_26.9mym 2.7081E+17
0.00 978 Aerosol_29.0mym 2.7081E+17
0.00 978 Aerosol_32.2mym 3.9826E+17
0.00 978 Aerosol_35.4mym 3.9826E+17
0.00 978 Aerosol_38.6mym 3.9826E+17
0.00 978 Aerosol_41.8mym 3.9826E+17
0.00 978 Aerosol_45.0mym 3.9826E+17
0.00 978 Aerosol_50.2mym 3.8233E+17
0.00 978 Aerosol_55.4mym 3.8233E+17
0.00 978 Aerosol_60.6mym 3.8233E+17
0.00 978 Aerosol_65.8mym 3.8233E+17
0.00 978 Aerosol_71.0mym 3.8233E+17
0.00 978 Aerosol_80.8mym 2.7081E+17
0.00 978 Aerosol_90.6mym 2.7081E+17
0.00 978 Aerosol_100.4mym 2.7081E+17
0.00 978 Aerosol_110.2mym 2.7081E+17
0.00 978 Aerosol_120.0mym 2.7081E+17
0.00 978 Aerosol_146.0mym 9.5582E+16
0.00 978 Aerosol_172.0mym 9.5582E+16
0.00 978 Aerosol_198.0mym 9.5582E+16
0.00 978 Aerosol_224.0mym 9.5582E+16
0.00 978 Aerosol_250.0mym 9.5582E+16
0.00 978 Aerosol_300.0mym 1.5930E+16
0.00 978 Aerosol_350.0mym 1.5930E+16
0.00 978 Aerosol_400.0mym 1.5930E+16
0.00 978 Aerosol_450.0mym 1.5930E+16
0.00 978 Aerosol_500.0mym 1.5930E+16
0.00 1467 Aerosol_0.6mym 1.8223E+16
0.00 1467 Aerosol_1.2mym 1.8223E+16
0.00 1467 Aerosol_1.8mym 1.8223E+16
0.00 1467 Aerosol_2.4mym 1.8223E+16
0.00 1467 Aerosol_3.0mym 1.8223E+16
0.00 1467 Aerosol_3.7mym 1.8223E+16
0.00 1467 Aerosol_4.4mym 1.8223E+16
0.00 1467 Aerosol_5.1mym 1.8223E+16
0.00 1467 Aerosol_5.8mym 1.8223E+16
0.00 1467 Aerosol_6.5mym 1.8223E+16
0.00 1467 Aerosol_7.5mym 3.2802E+16
0.00 1467 Aerosol_8.5mym 3.2802E+16
0.00 1467 Aerosol_9.5mym 3.2802E+16
0.00 1467 Aerosol_10.5mym 3.2802E+16
0.00 1467 Aerosol_11.5mym 3.2802E+16
0.00 1467 Aerosol_12.9mym 1.4578E+17
0.00 1467 Aerosol_14.3mym 1.4578E+17
0.00 1467 Aerosol_15.7mym 1.4578E+17
0.00 1467 Aerosol_17.1mym 1.4578E+17
0.00 1467 Aerosol_18.5mym 1.4578E+17
0.00 1467 Aerosol_20.6mym 3.0979E+17
0.00 1467 Aerosol_22.7mym 3.0979E+17
0.00 1467 Aerosol_24.8mym 3.0979E+17
0.00 1467 Aerosol_26.9mym 3.0979E+17
0.00 1467 Aerosol_29.0mym 3.0979E+17
0.00 1467 Aerosol_32.2mym 4.5558E+17
0.00 1467 Aerosol_35.4mym 4.5558E+17
0.00 1467 Aerosol_38.6mym 4.5558E+17
0.00 1467 Aerosol_41.8mym 4.5558E+17
0.00 1467 Aerosol_45.0mym 4.5558E+17
0.00 1467 Aerosol_50.2mym 4.3735E+17
0.00 1467 Aerosol_55.4mym 4.3735E+17
0.00 1467 Aerosol_60.6mym 4.3735E+17
0.00 1467 Aerosol_65.8mym 4.3735E+17
0.00 1467 Aerosol_71.0mym 4.3735E+17
0.00 1467 Aerosol_80.8mym 3.0979E+17
0.00 1467 Aerosol_90.6mym 3.0979E+17
0.00 1467 Aerosol_100.4mym 3.0979E+17
0.00 1467 Aerosol_110.2mym 3.0979E+17
0.00 1467 Aerosol_120.0mym 3.0979E+17
0.00 1467 Aerosol_146.0mym 1.0934E+17
0.00 1467 Aerosol_172.0mym 1.0934E+17
0.00 1467 Aerosol_198.0mym 1.0934E+17
0.00 1467 Aerosol_224.0mym 1.0934E+17
0.00 1467 Aerosol_250.0mym 1.0934E+17
0.00 1467 Aerosol_300.0mym 1.8223E+16
0.00 1467 Aerosol_350.0mym 1.8223E+16
0.00 1467 Aerosol_400.0mym 1.8223E+16
0.00 1467 Aerosol_450.0mym 1.8223E+16
0.00 1467 Aerosol_500.0mym 1.8223E+16
0.00 1956 Aerosol_0.6mym 2.0472E+16
0.00 1956 Aerosol_1.2mym 2.0472E+16
0.00 1956 Aerosol_1.8mym 2.0472E+16
0.00 1956 Aerosol_2.4mym 2.0472E+16
0.00 1956 Aerosol_3.0mym 2.0472E+16
0.00 1956 Aerosol_3.7mym 2.0472E+16
0.00 1956 Aerosol_4.4mym 2.0472E+16
0.00 1956 Aerosol_5.1mym 2.0472E+16
0.00 1956 Aerosol_5.8mym 2.0472E+16
0.00 1956 Aerosol_6.5mym 2.0472E+16
0.00 1956 Aerosol_7.5mym 3.6849E+16
0.00 1956 Aerosol_8.5mym 3.6849E+16
0.00 1956 Aerosol_9.5mym 3.6849E+16
0.00 1956 Aerosol_10.5mym 3.6849E+16
0.00 1956 Aerosol_11.5mym 3.6849E+16
0.00 1956 Aerosol_12.9mym 1.6377E+17
0.00 1956 Aerosol_14.3mym 1.6377E+17
0.00 1956 Aerosol_15.7mym 1.6377E+17
0.00 1956 Aerosol_17.1mym 1.6377E+17
0.00 1956 Aerosol_18.5mym 1.6377E+17
0.00 1956 Aerosol_20.6mym 3.4802E+17
0.00 1956 Aerosol_22.7mym 3.4802E+17
0.00 1956 Aerosol_24.8mym 3.4802E+17
0.00 1956 Aerosol_26.9mym 3.4802E+17
0.00 1956 Aerosol_29.0mym 3.4802E+17
0.00 1956 Aerosol_32.2mym 5.1179E+17
0.00 1956 Aerosol_35.4mym 5.1179E+17
0.00 1956 Aerosol_38.6mym 5.1179E+17
0.00 1956 Aerosol_41.8mym 5.1179E+17
0.00 1956 Aerosol_45.0mym 5.1179E+17
0.00 1956 Aerosol_50.2mym 4.9132E+17
0.00 1956 Aerosol_55.4mym 4.9132E+17
0.00 1956 Aerosol_60.6mym 4.9132E+17
0.00 1956 Aerosol_65.8mym 4.9132E+17
0.00 1956 Aerosol_71.0mym 4.9132E+17
0.00 1956 Aerosol_80.8mym 3.4802E+17
0.00 1956 Aerosol_90.6mym 3.4802E+17
0.00 1956 Aerosol_100.4mym 3.4802E+17
0.00 1956 Aerosol_110.2mym 3.4802E+17
0.00 1956 Aerosol_120.0mym 3.4802E+17
0.00 1956 Aerosol_146.0mym 1.2283E+17
0.00 1956 Aerosol_172.0mym 1.2283E+17
0.00 1956 Aerosol_198.0mym 1.2283E+17
0.00 1956 Aerosol_224.0mym 1.2283E+17
0.00 1956 Aerosol_250.0mym 1.2283E+17
0.00 1956 Aerosol_300.0mym 2.0472E+16
0.00 1956 Aerosol_350.0mym 2.0472E+16
0.00 1956 Aerosol_400.0mym 2.0472E+16
0.00 1956 Aerosol_450.0mym 2.0472E+16
0.00 1956 Aerosol_500.0mym 2.0472E+16
0.00 2444 Aerosol_0.6mym 2.2804E+16
0.00 2444 Aerosol_1.2mym 2.2804E+16
0.00 2444 Aerosol_1.8mym 2.2804E+16
0.00 2444 Aerosol_2.4mym 2.2804E+16
0.00 2444 Aerosol_3.0mym 2.2804E+16
0.00 2444 Aerosol_3.7mym 2.2804E+16
0.00 2444 Aerosol_4.4mym 2.2804E+16
0.00 2444 Aerosol_5.1mym 2.2804E+16
0.00 2444 Aerosol_5.8mym 2.2804E+16
0.00 2444 Aerosol_6.5mym 2.2804E+16
0.00 2444 Aerosol_7.5mym 4.1047E+16
0.00 2444 Aerosol_8.5mym 4.1047E+16
0.00 2444 Aerosol_9.5mym 4.1047E+16
0.00 2444 Aerosol_10.5mym 4.1047E+16
0.00 2444 Aerosol_11.5mym 4.1047E+16
0.00 2444 Aerosol_12.9mym 1.8243E+17
0.00 2444 Aerosol_14.3mym 1.8243E+17
0.00 2444 Aerosol_15.7mym 1.8243E+17
0.00 2444 Aerosol_17.1mym 1.8243E+17
0.00 2444 Aerosol_18.5mym 1.8243E+17
0.00 2444 Aerosol_20.6mym 3.8767E+17
0.00 2444 Aerosol_22.7mym 3.8767E+17
0.00 2444 Aerosol_24.8mym 3.8767E+17
0.00 2444 Aerosol_26.9mym 3.8767E+17
0.00 2444 Aerosol_29.0mym 3.8767E+17
0.00 2444 Aerosol_32.2mym 5.7010E+17
0.00 2444 Aerosol_35.4mym 5.7010E+17
0.00 2444 Aerosol_38.6mym 5.7010E+17
0.00 2444 Aerosol_41.8mym 5.7010E+17
0.00 2444 Aerosol_45.0mym 5.7010E+17
0.00 2444 Aerosol_50.2mym 5.4730E+17
0.00 2444 Aerosol_55.4mym 5.4730E+17
0.00 2444 Aerosol_60.6mym 5.4730E+17
0.00 2444 Aerosol_65.8mym 5.4730E+17
0.00 2444 Aerosol_71.0mym 5.4730E+17
0.00 2444 Aerosol_80.8mym 3.8767E+17
0.00 2444 Aerosol_90.6mym 3.8767E+17
0.00 2444 Aerosol_100.4mym 3.8767E+17
0.00 2444 Aerosol_110.2mym 3.8767E+17
0.00 2444 Aerosol_120.0mym 3.8767E+17
0.00 2444 Aerosol_146.0mym 1.3682E+17
0.00 2444 Aerosol_172.0mym 1.3682E+17
0.00 2444 Aerosol_198.0mym 1.3682E+17
0.00 2444 Aerosol_224.0mym 1.3682E+17
0.00 2444 Aerosol_250.0mym 1.3682E+17
0.00 2444 Aerosol_300.0mym 2.2804E+16
0.00 2444 Aerosol_350.0mym 2.2804E+16
0.00 2444 Aerosol_400.0mym 2.2804E+16
0.00 2444 Aerosol_450.0mym 2.2804E+16
0.00 2444 Aerosol_500.0mym 2.2804E+16
0.00 2933 Aerosol_0.6mym 2.5097E+16
0.00 2933 Aerosol_1.2mym 2.5097E+16
0.00 2933 Aerosol_1.8mym 2.5097E+16
0.00 2933 Aerosol_2.4mym 2.5097E+16
0.00 2933 Aerosol_3.0mym 2.5097E+16
0.00 2933 Aerosol_3.7mym 2.5097E+16
0.00 2933 Aerosol_4.4mym 2.5097E+16
0.00 2933 Aerosol_5.1mym 2.5097E+16
0.00 2933 Aerosol_5.8mym 2.5097E+16
0.00 2933 Aerosol_6.5mym 2.5097E+16
0.00 2933 Aerosol_7.5mym 4.5174E+16
0.00 2933 Aerosol_8.5mym 4.5174E+16
0.00 2933 Aerosol_9.5mym 4.5174E+16
0.00 2933 Aerosol_10.5mym 4.5174E+16
0.00 2933 Aerosol_11.5mym 4.5174E+16
0.00 2933 Aerosol_12.9mym 2.0078E+17
0.00 2933 Aerosol_14.3mym 2.0078E+17
0.00 2933 Aerosol_15.7mym 2.0078E+17
0.00 2933 Aerosol_17.1mym 2.0078E+17
0.00 2933 Aerosol_18.5mym 2.0078E+17
0.00 2933 Aerosol_20.6mym 4.2665E+17
0.00 2933 Aerosol_22.7mym 4.2665E+17
0.00 2933 Aerosol_24.8mym 4.2665E+17
0.00 2933 Aerosol_26.9mym 4.2665E+17
0.00 2933 Aerosol_29.0mym 4.2665E+17
0.00 2933 Aerosol_32.2mym 6.2742E+17
0.00 2933 Aerosol_35.4mym 6.2742E+17
0.00 2933 Aerosol_38.6mym 6.2742E+17
0.00 2933 Aerosol_41.8mym 6.2742E+17
0.00 2933 Aerosol_45.0mym 6.2742E+17
0.00 2933 Aerosol_50.2mym 6.0233E+17
0.00 2933 Aerosol_55.4mym 6.0233E+17
0.00 2933 Aerosol_60.6mym 6.0233E+17
0.00 2933 Aerosol_65.8mym 6.0233E+17
0.00 2933 Aerosol_71.0mym 6.0233E+17
0.00 2933 Aerosol_80.8mym 4.2665E+17
0.00 2933 Aerosol_90.6mym 4.2665E+17
0.00 2933 Aerosol_100.4mym 4.2665E+17
0.00 2933 Aerosol_110.2mym 4.2665E+17
0.00 2933 Aerosol_120.0mym 4.2665E+17
0.00 2933 Aerosol_146.0mym 1.5058E+17
0.00 2933 Aerosol_172.0mym 1.5058E+17
0.00 2933 Aerosol_198.0mym 1.5058E+17
0.00 2933 Aerosol_224.0mym 1.5058E+17
0.00 2933 Aerosol_250.0mym 1.5058E+17
0.00 2933 Aerosol_300.0mym 2.5097E+16
0.00 2933 Aerosol_350.0mym 2.5097E+16
0.00 2933 Aerosol_400.0mym 2.5097E+16
0.00 2933 Aerosol_450.0mym 2.5097E+16
0.00 2933 Aerosol_500.0mym 2.5097E+16
0.00 3422 Aerosol_0.6mym 2.7390E+16
0.00 3422 Aerosol_1.2mym 2.7390E+16
0.00 3422 Aerosol_1.8mym 2.7390E+16
0.00 3422 Aerosol_2.4mym 2.7390E+16
0.00 3422 Aerosol_3.0mym 2.7390E+16
0.00 3422 Aerosol_3.7mym 2.7390E+16
0.00 3422 Aerosol_4.4mym 2.7390E+16
0.00 3422 Aerosol_5.1mym 2.7390E+16
0.00 3422 Aerosol_5.8mym 2.7390E+16
0.00 3422 Aerosol_6.5mym 2.7390E+16
0.00 3422 Aerosol_7.5mym 4.9302E+16
0.00 3422 Aerosol_8.5mym 4.9302E+16
0.00 3422 Aerosol_9.5mym 4.9302E+16
0.00 3422 Aerosol_10.5mym 4.9302E+16
0.00 3422 Aerosol_11.5mym 4.9302E+16
0.00 3422 Aerosol_12.9mym 2.1912E+17
0.00 3422 Aerosol_14.3mym 2.1912E+17
0.00 3422 Aerosol_15.7mym 2.1912E+17
0.00 3422 Aerosol_17.1mym 2.1912E+17
0.00 3422 Aerosol_18.5mym 2.1912E+17
0.00 3422 Aerosol_20.6mym 4.6563E+17
0.00 3422 Aerosol_22.7mym 4.6563E+17
0.00 3422 Aerosol_24.8mym 4.6563E+17
0.00 3422 Aerosol_26.9mym 4.6563E+17
0.00 3422 Aerosol_29.0mym 4.6563E+17
0.00 3422 Aerosol_32.2mym 6.8474E+17
0.00 3422 Aerosol_35.4mym 6.8474E+17
0.00 3422 Aerosol_38.6mym 6.8474E+17
0.00 3422 Aerosol_41.8mym 6.8474E+17
0.00 3422 Aerosol_45.0mym 6.8474E+17
0.00 3422 Aerosol_50.2mym 6.5735E+17
0.00 3422 Aerosol_55.4mym 6.5735E+17
0.00 3422 Aerosol_60.6mym 6.5735E+17
0.00 3422 Aerosol_65.8mym 6.5735E+17
0.00 3422 Aerosol_71.0mym 6.5735E+17
0.00 3422 Aerosol_80.8mym 4.6563E+17
0.00 3422 Aerosol_90.6mym 4.6563E+17
0.00 3422 Aerosol_100.4mym 4.6563E+17
0.00 3422 Aerosol_110.2mym 4.6563E+17
0.00 3422 Aerosol_120.0mym 4.6563E+17
0.00 3422 Aerosol_146.0mym 1.6434E+17
0.00 3422 Aerosol_172.0mym 1.6434E+17
0.00 3422 Aerosol_198.0mym 1.6434E+17
0.00 3422 Aerosol_224.0mym 1.6434E+17
0.00 3422 Aerosol_250.0mym 1.6434E+17
0.00 3422 Aerosol_300.0mym 2.7390E+16
0.00 3422 Aerosol_350.0mym 2.7390E+16
0.00 3422 Aerosol_400.0mym 2.7390E+16
0.00 3422 Aerosol_450.0mym 2.7390E+16
0.00 3422 Aerosol_500.0mym 2.7390E+16
0.00 3911 Aerosol_0.6mym 2.9683E+16
0.00 3911 Aerosol_1.2mym 2.9683E+16
0.00 3911 Aerosol_1.8mym 2.9683E+16
0.00 3911 Aerosol_2.4mym 2.9683E+16
0.00 3911 Aerosol_3.0mym 2.9683E+16
0.00 3911 Aerosol_3.7mym 2.9683E+16
0.00 3911 Aerosol_4.4mym 2.9683E+16
0.00 3911 Aerosol_5.1mym 2.9683E+16
0.00 3911 Aerosol_5.8mym 2.9683E+16
0.00 3911 Aerosol_6.5mym 2.9683E+16
0.00 3911 Aerosol_7.5mym 5.3429E+16
0.00 3911 Aerosol_8.5mym 5.3429E+16
0.00 3911 Aerosol_9.5mym 5.3429E+16
0.00 3911 Aerosol_10.5mym 5.3429E+16
0.00 3911 Aerosol_11.5mym 5.3429E+16
0.00 3911 Aerosol_12.9mym 2.3746E+17
0.00 3911 Aerosol_14.3mym 2.3746E+17
0.00 3911 Aerosol_15.7mym 2.3746E+17
0.00 3911 Aerosol_17.1mym 2.3746E+17
0.00 3911 Aerosol_18.5mym 2.3746E+17
0.00 3911 Aerosol_20.6mym 5.0460E+17
0.00 3911 Aerosol_22.7mym 5.0460E+17
0.00 3911 Aerosol_24.8mym 5.0460E+17
0.00 3911 Aerosol_26.9mym 5.0460E+17
0.00 3911 Aerosol_29.0mym 5.0460E+17
0.00 3911 Aerosol_32.2mym 7.4206E+17
0.00 3911 Aerosol_35.4mym 7.4206E+17
0.00 3911 Aerosol_38.6mym 7.4206E+17
0.00 3911 Aerosol_41.8mym 7.4206E+17
0.00 3911 Aerosol_45.0mym 7.4206E+17
0.00 3911 Aerosol_50.2mym 7.1238E+17
0.00 3911 Aerosol_55.4mym 7.1238E+17
0.00 3911 Aerosol_60.6mym 7.1238E+17
0.00 3911 Aerosol_65.8mym 7.1238E+17
0.00 3911 Aerosol_71.0mym 7.1238E+17
0.00 3911 Aerosol_80.8mym 5.0460E+17
0.00 3911 Aerosol_90.6mym 5.0460E+17
0.00 3911 Aerosol_100.4mym 5.0460E+17
0.00 3911 Aerosol_110.2mym 5.0460E+17
0.00 3911 Aerosol_120.0mym 5.0460E+17
0.00 3911 Aerosol_146.0mym 1.7810E+17
0.00 3911 Aerosol_172.0mym 1.7810E+17
0.00 3911 Aerosol_198.0mym 1.7810E+17
0.00 3911 Aerosol_224.0mym 1.7810E+17
0.00 3911 Aerosol_250.0mym 1.7810E+17
0.00 3911 Aerosol_300.0mym 2.9683E+16
0.00 3911 Aerosol_350.0mym 2.9683E+16
0.00 3911 Aerosol_400.0mym 2.9683E+16
0.00 3911 Aerosol_450.0mym 2.9683E+16
0.00 3911 Aerosol_500.0mym 2.9683E+16
0.00 4400 Aerosol_0.6mym 6.1999E+17
0.00 4400 Aerosol_1.2mym 6.1999E+17
0.00 4400 Aerosol_1.8mym 6.1999E+17
0.00 4400 Aerosol_2.4mym 6.1999E+17
0.00 4400 Aerosol_3.0mym 6.1999E+17
0.00 4400 Aerosol_3.7mym 3.5838E+17
0.00 4400 Aerosol_4.4mym 3.5838E+17
0.00 4400 Aerosol_5.1mym 3.5838E+17
0.00 4400 Aerosol_5.8mym 3.5838E+17
0.00 4400 Aerosol_6.5mym 3.5838E+17
0.00 4400 Aerosol_7.5mym 1.4584E+17
0.00 4400 Aerosol_8.5mym 1.4584E+17
0.00 4400 Aerosol_9.5mym 1.4584E+17
0.00 4400 Aerosol_10.5mym 1.4584E+17
0.00 4400 Aerosol_11.5mym 1.4584E+17
0.00 4400 Aerosol_12.9mym 2.0734E+17
0.00 4400 Aerosol_14.3mym 2.0734E+17
0.00 4400 Aerosol_15.7mym 2.0734E+17
0.00 4400 Aerosol_17.1mym 2.0734E+17
0.00 4400 Aerosol_18.5mym 2.0734E+17
0.00 4400 Aerosol_20.6mym 3.4794E+17
0.00 4400 Aerosol_22.7mym 3.4794E+17
0.00 4400 Aerosol_24.8mym 3.4794E+17
0.00 4400 Aerosol_26.9mym 3.4794E+17
0.00 4400 Aerosol_29.0mym 3.4794E+17
0.00 4400 Aerosol_32.2mym 5.1168E+17
0.00 4400 Aerosol_35.4mym 5.1168E+17
0.00 4400 Aerosol_38.6mym 5.1168E+17
0.00 4400 Aerosol_41.8mym 5.1168E+17
0.00 4400 Aerosol_45.0mym 5.1168E+17
0.00 4400 Aerosol_50.2mym 4.9121E+17
0.00 4400 Aerosol_55.4mym 4.9121E+17
0.00 4400 Aerosol_60.6mym 4.9121E+17
0.00 4400 Aerosol_65.8mym 4.9121E+17
0.00 4400 Aerosol_71.0mym 4.9121E+17
0.00 4400 Aerosol_80.8mym 3.4794E+17
0.00 4400 Aerosol_90.6mym 3.4794E+17
0.00 4400 Aerosol_100.4mym 3.4794E+17
0.00 4400 Aerosol_110.2mym 3.4794E+17
0.00 4400 Aerosol_120.0mym 3.4794E+17
0.00 4400 Aerosol_146.0mym 1.2280E+17
0.00 4400 Aerosol_172.0mym 1.2280E+17
0.00 4400 Aerosol_198.0mym 1.2280E+17
0.00 4400 Aerosol_224.0mym 1.2280E+17
0.00 4400 Aerosol_250.0mym 1.2280E+17
0.00 4400 Aerosol_300.0mym 2.0467E+16
0.00 4400 Aerosol_350.0mym 2.0467E+16
0.00 4400 Aerosol_400.0mym 2.0467E+16
0.00 4400 Aerosol_450.0mym 2.0467E+16
0.00 4400 Aerosol_500.0mym 2.0467E+16
0.00 4717 Aerosol_0.6mym 6.1824E+17
0.00 4717 Aerosol_1.2mym 6.1824E+17
0.00 4717 Aerosol_1.8mym 6.1824E+17
0.00 4717 Aerosol_2.4mym 6.1824E+17
0.00 4717 Aerosol_3.0mym 6.1824E+17
0.00 4717 Aerosol_3.7mym 3.5746E+17
0.00 4717 Aerosol_4.4mym 3.5746E+17
0.00 4717 Aerosol_5.1mym 3.5746E+17
0.00 4717 Aerosol_5.8mym 3.5746E+17
0.00 4717 Aerosol_6.5mym 3.5746E+17
0.00 4717 Aerosol_7.5mym 1.4577E+17
0.00 4717 Aerosol_8.5mym 1.4577E+17
0.00 4717 Aerosol_9.5mym 1.4577E+17
0.00 4717 Aerosol_10.5mym 1.4577E+17
0.00 4717 Aerosol_11.5mym 1.4577E+17
0.00 4717 Aerosol_12.9mym 2.0839E+17
0.00 4717 Aerosol_14.3mym 2.0839E+17
0.00 4717 Aerosol_15.7mym 2.0839E+17
0.00 4717 Aerosol_17.1mym 2.0839E+17
0.00 4717 Aerosol_18.5mym 2.0839E+17
0.00 4717 Aerosol_20.6mym 3.5047E+17
0.00 4717 Aerosol_22.7mym 3.5047E+17
