*runtime[h] lower[m] comp release[Bq/s]
0.00 1698 Aerosol_33.0mym 6.4680E+16
0.00 1698 Aerosol_35.9mym 6.4680E+16
0.00 1698 Aerosol_39.0mym 6.4680E+16
0.00 1698 Aerosol_42.3mym 6.4680E+16
0.00 1698 Aerosol_45.9mym 6.4680E+16
0.00 1698 Aerosol_49.8mym 6.4680E+16
0.00 1698 Aerosol_54.0mym 6.4680E+16
0.00 1698 Aerosol_58.5mym 6.4680E+16
0.00 1698 Aerosol_63.4mym 6.4680E+16
0.00 1698 Aerosol_68.7mym 6.4680E+16
0.00 1698 Aerosol_74.5mym 6.4680E+16
0.00 1698 Aerosol_80.9mym 6.4680E+16
0.00 1698 Aerosol_87.9mym 6.4680E+16
0.00 1698 Aerosol_95.6mym 6.4680E+16
0.00 1698 Aerosol_104.1mym 6.4680E+16
0.00 1698 Aerosol_113.5mym 6.4680E+16
0.00 1698 Aerosol_124.1mym 6.4680E+16
0.00 1698 Aerosol_135.9mym 6.4680E+16
0.00 1698 Aerosol_149.2mym 6.4680E+16
0.00 1698 Aerosol_164.3mym 6.4680E+16
0.00 1698 Aerosol_181.7mym 6.4680E+16
0.00 1698 Aerosol_201.7mym 6.4680E+16
0.00 1698 Aerosol_225.1mym 6.4680E+16
0.00 1698 Aerosol_252.8mym 6.4680E+16
0.00 1698 Aerosol_286.0mym 6.4680E+16
0.00 1698 Aerosol_326.8mym 6.4680E+16
0.00 1698 Aerosol_377.8mym 6.4680E+16
0.00 1698 Aerosol_443.7mym 6.4680E+16
0.00 1698 Aerosol_532.6mym 6.4680E+16
0.00 1698 Aerosol_659.6mym 6.4680E+16
0.00 1698 Aerosol_858.8mym 6.4680E+16
0.00 2264 Aerosol_1.1mym 0.0000E+00
0.00 2264 Aerosol_2.3mym 6.4680E+16
0.00 2264 Aerosol_3.5mym 6.4680E+16
0.00 2264 Aerosol_4.6mym 6.4680E+16
0.00 2264 Aerosol_5.7mym 6.4680E+16
0.00 2264 Aerosol_6.9mym 6.4680E+16
0.00 2264 Aerosol_8.2mym 6.4680E+16
0.00 2264 Aerosol_9.5mym 6.4680E+16
0.00 2264 Aerosol_10.9mym 6.4680E+16
0.00 2264 Aerosol_12.3mym 6.4680E+16
0.00 2264 Aerosol_13.9mym 6.4680E+16
0.00 2264 Aerosol_15.5mym 6.4680E+16
0.00 2264 Aerosol_17.3mym 6.4680E+16
0.00 2264 Aerosol_19.1mym 6.4680E+16
0.00 2264 Aerosol_21.1mym 6.4680E+16
0.00 2264 Aerosol_23.1mym 6.4680E+16
0.00 2264 Aerosol_25.4mym 6.4680E+16
0.00 2264 Aerosol_27.7mym 6.4680E+16
0.00 2264 Aerosol_30.3mym 6.4680E+16
0.00 2264 Aerosol_33.0mym 6.4680E+16
0.00 2264 Aerosol_35.9mym 6.4680E+16
0.00 2264 Aerosol_39.0mym 6.4680E+16
0.00 2264 Aerosol_42.3mym 6.4680E+16
0.00 2264 Aerosol_45.9mym 6.4680E+16
0.00 2264 Aerosol_49.8mym 6.4680E+16
0.00 2264 Aerosol_54.0mym 6.4680E+16
0.00 2264 Aerosol_58.5mym 6.4680E+16
0.00 2264 Aerosol_63.4mym 6.4680E+16
0.00 2264 Aerosol_68.7mym 6.4680E+16
0.00 2264 Aerosol_74.5mym 6.4680E+16
0.00 2264 Aerosol_80.9mym 6.4680E+16
0.00 2264 Aerosol_87.9mym 6.4680E+16
0.00 2264 Aerosol_95.6mym 6.4680E+16
0.00 2264 Aerosol_104.1mym 6.4680E+16
0.00 2264 Aerosol_113.5mym 6.4680E+16
0.00 2264 Aerosol_124.1mym 6.4680E+16
0.00 2264 Aerosol_135.9mym 6.4680E+16
0.00 2264 Aerosol_149.2mym 6.4680E+16
0.00 2264 Aerosol_164.3mym 6.4680E+16
0.00 2264 Aerosol_181.7mym 6.4680E+16
0.00 2264 Aerosol_201.7mym 6.4680E+16
0.00 2264 Aerosol_225.1mym 6.4680E+16
0.00 2264 Aerosol_252.8mym 6.4680E+16
0.00 2264 Aerosol_286.0mym 6.4680E+16
0.00 2264 Aerosol_326.8mym 6.4680E+16
0.00 2264 Aerosol_377.8mym 6.4680E+16
0.00 2264 Aerosol_443.7mym 6.4680E+16
0.00 2264 Aerosol_532.6mym 6.4680E+16
0.00 2264 Aerosol_659.6mym 6.4680E+16
0.00 2264 Aerosol_858.8mym 6.4680E+16
0.00 2830 Aerosol_1.1mym 0.0000E+00
0.00 2830 Aerosol_2.3mym 6.4680E+16
0.00 2830 Aerosol_3.5mym 6.4680E+16
0.00 2830 Aerosol_4.6mym 6.4680E+16
0.00 2830 Aerosol_5.7mym 6.4680E+16
0.00 2830 Aerosol_6.9mym 6.4680E+16
0.00 2830 Aerosol_8.2mym 6.4680E+16
0.00 2830 Aerosol_9.5mym 6.4680E+16
0.00 2830 Aerosol_10.9mym 6.4680E+16
0.00 2830 Aerosol_12.3mym 6.4680E+16
0.00 2830 Aerosol_13.9mym 6.4680E+16
0.00 2830 Aerosol_15.5mym 6.4680E+16
0.00 2830 Aerosol_17.3mym 6.4680E+16
0.00 2830 Aerosol_19.1mym 6.4680E+16
0.00 2830 Aerosol_21.1mym 6.4680E+16
0.00 2830 Aerosol_23.1mym 6.4680E+16
0.00 2830 Aerosol_25.4mym 6.4680E+16
0.00 2830 Aerosol_27.7mym 6.4680E+16
0.00 2830 Aerosol_30.3mym 6.4680E+16
0.00 2830 Aerosol_33.0mym 6.4680E+16
0.00 2830 Aerosol_35.9mym 6.4680E+16
0.00 2830 Aerosol_39.0mym 6.4680E+16
0.00 2830 Aerosol_42.3mym 6.4680E+16
0.00 2830 Aerosol_45.9mym 6.4680E+16
0.00 2830 Aerosol_49.8mym 6.4680E+16
0.00 2830 Aerosol_54.0mym 6.4680E+16
0.00 2830 Aerosol_58.5mym 6.4680E+16
0.00 2830 Aerosol_63.4mym 6.4680E+16
0.00 2830 Aerosol_68.7mym 6.4680E+16
0.00 2830 Aerosol_74.5mym 6.4680E+16
0.00 2830 Aerosol_80.9mym 6.4680E+16
0.00 2830 Aerosol_87.9mym 6.4680E+16
0.00 2830 Aerosol_95.6mym 6.4680E+16
0.00 2830 Aerosol_104.1mym 6.4680E+16
0.00 2830 Aerosol_113.5mym 6.4680E+16
0.00 2830 Aerosol_124.1mym 6.4680E+16
0.00 2830 Aerosol_135.9mym 6.4680E+16
0.00 2830 Aerosol_149.2mym 6.4680E+16
0.00 2830 Aerosol_164.3mym 6.4680E+16
0.00 2830 Aerosol_181.7mym 6.4680E+16
0.00 2830 Aerosol_201.7mym 6.4680E+16
0.00 2830 Aerosol_225.1mym 6.4680E+16
0.00 2830 Aerosol_252.8mym 6.4680E+16
0.00 2830 Aerosol_286.0mym 6.4680E+16
0.00 2830 Aerosol_326.8mym 6.4680E+16
0.00 2830 Aerosol_377.8mym 6.4680E+16
0.00 2830 Aerosol_443.7mym 6.4680E+16
0.00 2830 Aerosol_532.6mym 6.4680E+16
0.00 2830 Aerosol_659.6mym 6.4680E+16
0.00 2830 Aerosol_858.8mym 6.4680E+16
0.00 3396 Aerosol_1.1mym 0.0000E+00
0.00 3396 Aerosol_2.3mym 1.9404E+17
0.00 3396 Aerosol_3.5mym 1.9404E+17
0.00 3396 Aerosol_4.6mym 1.9404E+17
0.00 3396 Aerosol_5.7mym 1.9404E+17
0.00 3396 Aerosol_6.9mym 1.9404E+17
0.00 3396 Aerosol_8.2mym 1.9404E+17
0.00 3396 Aerosol_9.5mym 1.9404E+17
0.00 3396 Aerosol_10.9mym 1.9404E+17
0.00 3396 Aerosol_12.3mym 1.9404E+17
0.00 3396 Aerosol_13.9mym 1.9404E+17
0.00 3396 Aerosol_15.5mym 1.9404E+17
0.00 3396 Aerosol_17.3mym 1.9404E+17
0.00 3396 Aerosol_19.1mym 1.9404E+17
0.00 3396 Aerosol_21.1mym 1.9404E+17
0.00 3396 Aerosol_23.1mym 1.9404E+17
0.00 3396 Aerosol_25.4mym 1.9404E+17
0.00 3396 Aerosol_27.7mym 1.9404E+17
0.00 3396 Aerosol_30.3mym 1.9404E+17
0.00 3396 Aerosol_33.0mym 1.9404E+17
0.00 3396 Aerosol_35.9mym 1.9404E+17
0.00 3396 Aerosol_39.0mym 1.9404E+17
0.00 3396 Aerosol_42.3mym 1.9404E+17
0.00 3396 Aerosol_45.9mym 1.9404E+17
0.00 3396 Aerosol_49.8mym 1.9404E+17
0.00 3396 Aerosol_54.0mym 1.9404E+17
0.00 3396 Aerosol_58.5mym 1.9404E+17
0.00 3396 Aerosol_63.4mym 1.9404E+17
0.00 3396 Aerosol_68.7mym 1.9404E+17
0.00 3396 Aerosol_74.5mym 1.9404E+17
0.00 3396 Aerosol_80.9mym 1.9404E+17
0.00 3396 Aerosol_87.9mym 1.9404E+17
0.00 3396 Aerosol_95.6mym 1.9404E+17
0.00 3396 Aerosol_104.1mym 1.9404E+17
0.00 3396 Aerosol_113.5mym 1.9404E+17
0.00 3396 Aerosol_124.1mym 1.9404E+17
0.00 3396 Aerosol_135.9mym 1.9404E+17
0.00 3396 Aerosol_149.2mym 1.9404E+17
0.00 3396 Aerosol_164.3mym 1.9404E+17
0.00 3396 Aerosol_181.7mym 1.9404E+17
0.00 3396 Aerosol_201.7mym 1.9404E+17
0.00 3396 Aerosol_225.1mym 1.9404E+17
0.00 3396 Aerosol_252.8mym 1.9404E+17
0.00 3396 Aerosol_286.0mym 1.9404E+17
0.00 3396 Aerosol_326.8mym 1.9404E+17
0.00 3396 Aerosol_377.8mym 1.9404E+17
0.00 3396 Aerosol_443.7mym 1.9404E+17
0.00 3396 Aerosol_532.6mym 1.9404E+17
0.00 3396 Aerosol_659.6mym 1.9404E+17
0.00 3396 Aerosol_858.8mym 1.9404E+17
0.00 3962 Aerosol_1.1mym 0.0000E+00
0.00 3962 Aerosol_2.3mym 1.9404E+17
0.00 3962 Aerosol_3.5mym 1.9404E+17
0.00 3962 Aerosol_4.6mym 1.9404E+17
0.00 3962 Aerosol_5.7mym 1.9404E+17
0.00 3962 Aerosol_6.9mym 1.9404E+17
0.00 3962 Aerosol_8.2mym 1.9404E+17
0.00 3962 Aerosol_9.5mym 1.9404E+17
0.00 3962 Aerosol_10.9mym 1.9404E+17
0.00 3962 Aerosol_12.3mym 1.9404E+17
0.00 3962 Aerosol_13.9mym 1.9404E+17
0.00 3962 Aerosol_15.5mym 1.9404E+17
0.00 3962 Aerosol_17.3mym 1.9404E+17
0.00 3962 Aerosol_19.1mym 1.9404E+17
0.00 3962 Aerosol_21.1mym 1.9404E+17
0.00 3962 Aerosol_23.1mym 1.9404E+17
0.00 3962 Aerosol_25.4mym 1.9404E+17
0.00 3962 Aerosol_27.7mym 1.9404E+17
0.00 3962 Aerosol_30.3mym 1.9404E+17
0.00 3962 Aerosol_33.0mym 1.9404E+17
0.00 3962 Aerosol_35.9mym 1.9404E+17
0.00 3962 Aerosol_39.0mym 1.9404E+17
0.00 3962 Aerosol_42.3mym 1.9404E+17
0.00 3962 Aerosol_45.9mym 1.9404E+17
0.00 3962 Aerosol_49.8mym 1.9404E+17
0.00 3962 Aerosol_54.0mym 1.9404E+17
0.00 3962 Aerosol_58.5mym 1.9404E+17
0.00 3962 Aerosol_63.4mym 1.9404E+17
0.00 3962 Aerosol_68.7mym 1.9404E+17
0.00 3962 Aerosol_74.5mym 1.9404E+17
0.00 3962 Aerosol_80.9mym 1.9404E+17
0.00 3962 Aerosol_87.9mym 1.9404E+17
0.00 3962 Aerosol_95.6mym 1.9404E+17
0.00 3962 Aerosol_104.1mym 1.9404E+17
0.00 3962 Aerosol_113.5mym 1.9404E+17
0.00 3962 Aerosol_124.1mym 1.9404E+17
0.00 3962 Aerosol_135.9mym 1.9404E+17
0.00 3962 Aerosol_149.2mym 1.9404E+17
0.00 3962 Aerosol_164.3mym 1.9404E+17
0.00 3962 Aerosol_181.7mym 1.9404E+17
0.00 3962 Aerosol_201.7mym 1.9404E+17
0.00 3962 Aerosol_225.1mym 1.9404E+17
0.00 3962 Aerosol_252.8mym 1.9404E+17
0.00 3962 Aerosol_286.0mym 1.9404E+17
0.00 3962 Aerosol_326.8mym 1.9404E+17
0.00 3962 Aerosol_377.8mym 1.9404E+17
0.00 3962 Aerosol_443.7mym 1.9404E+17
0.00 3962 Aerosol_532.6mym 1.9404E+17
0.00 3962 Aerosol_659.6mym 1.9404E+17
0.00 3962 Aerosol_858.8mym 1.9404E+17
0.00 4528 Aerosol_1.1mym 0.0000E+00
0.00 4528 Aerosol_2.3mym 1.9404E+17
0.00 4528 Aerosol_3.5mym 1.9404E+17
0.00 4528 Aerosol_4.6mym 1.9404E+17
0.00 4528 Aerosol_5.7mym 1.9404E+17
0.00 4528 Aerosol_6.9mym 1.9404E+17
0.00 4528 Aerosol_8.2mym 1.9404E+17
0.00 4528 Aerosol_9.5mym 1.9404E+17
0.00 4528 Aerosol_10.9mym 1.9404E+17
0.00 4528 Aerosol_12.3mym 1.9404E+17
0.00 4528 Aerosol_13.9mym 1.9404E+17
0.00 4528 Aerosol_15.5mym 1.9404E+17
0.00 4528 Aerosol_17.3mym 1.9404E+17
0.00 4528 Aerosol_19.1mym 1.9404E+17
0.00 4528 Aerosol_21.1mym 1.9404E+17
0.00 4528 Aerosol_23.1mym 1.9404E+17
0.00 4528 Aerosol_25.4mym 1.9404E+17
0.00 4528 Aerosol_27.7mym 1.9404E+17
0.00 4528 Aerosol_30.3mym 1.9404E+17
0.00 4528 Aerosol_33.0mym 1.9404E+17
0.00 4528 Aerosol_35.9mym 1.9404E+17
0.00 4528 Aerosol_39.0mym 1.9404E+17
0.00 4528 Aerosol_42.3mym 1.9404E+17
0.00 4528 Aerosol_45.9mym 1.9404E+17
0.00 4528 Aerosol_49.8mym 1.9404E+17
0.00 4528 Aerosol_54.0mym 1.9404E+17
0.00 4528 Aerosol_58.5mym 1.9404E+17
0.00 4528 Aerosol_63.4mym 1.9404E+17
0.00 4528 Aerosol_68.7mym 1.9404E+17
0.00 4528 Aerosol_74.5mym 1.9404E+17
0.00 4528 Aerosol_80.9mym 1.9404E+17
0.00 4528 Aerosol_87.9mym 1.9404E+17
0.00 4528 Aerosol_95.6mym 1.9404E+17
0.00 4528 Aerosol_104.1mym 1.9404E+17
0.00 4528 Aerosol_113.5mym 1.9404E+17
0.00 4528 Aerosol_124.1mym 1.9404E+17
0.00 4528 Aerosol_135.9mym 1.9404E+17
0.00 4528 Aerosol_149.2mym 1.9404E+17
0.00 4528 Aerosol_164.3mym 1.9404E+17
0.00 4528 Aerosol_181.7mym 1.9404E+17
0.00 4528 Aerosol_201.7mym 1.9404E+17
0.00 4528 Aerosol_225.1mym 1.9404E+17
0.00 4528 Aerosol_252.8mym 1.9404E+17
0.00 4528 Aerosol_286.0mym 1.9404E+17
0.00 4528 Aerosol_326.8mym 1.9404E+17
0.00 4528 Aerosol_377.8mym 1.9404E+17
0.00 4528 Aerosol_443.7mym 1.9404E+17
0.00 4528 Aerosol_532.6mym 1.9404E+17
0.00 4528 Aerosol_659.6mym 1.9404E+17
0.00 4528 Aerosol_858.8mym 1.9404E+17
0.00 5094 Aerosol_1.1mym 0.0000E+00
0.00 5094 Aerosol_2.3mym 4.5181E+17
0.00 5094 Aerosol_3.5mym 4.4091E+17
0.00 5094 Aerosol_4.6mym 4.2346E+17
0.00 5094 Aerosol_5.7mym 4.1038E+17
0.00 5094 Aerosol_6.9mym 4.0384E+17
0.00 5094 Aerosol_8.2mym 3.9730E+17
0.00 5094 Aerosol_9.5mym 3.9512E+17
0.00 5094 Aerosol_10.9mym 3.9294E+17
0.00 5094 Aerosol_12.3mym 3.9076E+17
0.00 5094 Aerosol_13.9mym 3.9076E+17
0.00 5094 Aerosol_15.5mym 3.9076E+17
0.00 5094 Aerosol_17.3mym 3.9076E+17
0.00 5094 Aerosol_19.1mym 3.8857E+17
0.00 5094 Aerosol_21.1mym 3.8857E+17
0.00 5094 Aerosol_23.1mym 3.8857E+17
0.00 5094 Aerosol_25.4mym 3.8857E+17
0.00 5094 Aerosol_27.7mym 3.8857E+17
0.00 5094 Aerosol_30.3mym 3.8857E+17
0.00 5094 Aerosol_33.0mym 3.8857E+17
0.00 5094 Aerosol_35.9mym 3.8857E+17
0.00 5094 Aerosol_39.0mym 3.8857E+17
0.00 5094 Aerosol_42.3mym 3.8857E+17
0.00 5094 Aerosol_45.9mym 3.8857E+17
0.00 5094 Aerosol_49.8mym 3.8857E+17
0.00 5094 Aerosol_54.0mym 3.8857E+17
0.00 5094 Aerosol_58.5mym 3.8857E+17
0.00 5094 Aerosol_63.4mym 3.8857E+17
0.00 5094 Aerosol_68.7mym 3.8857E+17
0.00 5094 Aerosol_74.5mym 3.8857E+17
0.00 5094 Aerosol_80.9mym 3.8857E+17
0.00 5094 Aerosol_87.9mym 3.8857E+17
0.00 5094 Aerosol_95.6mym 3.8857E+17
0.00 5094 Aerosol_104.1mym 3.8857E+17
0.00 5094 Aerosol_113.5mym 3.8857E+17
0.00 5094 Aerosol_124.1mym 3.8857E+17
0.00 5094 Aerosol_135.9mym 3.8857E+17
0.00 5094 Aerosol_149.2mym 3.8857E+17
0.00 5094 Aerosol_164.3mym 3.8857E+17
0.00 5094 Aerosol_181.7mym 3.8857E+17
0.00 5094 Aerosol_201.7mym 3.8857E+17
0.00 5094 Aerosol_225.1mym 3.8857E+17
0.00 5094 Aerosol_252.8mym 3.8857E+17
0.00 5094 Aerosol_286.0mym 3.8857E+17
0.00 5094 Aerosol_326.8mym 3.8857E+17
0.00 5094 Aerosol_377.8mym 3.8857E+17
0.00 5094 Aerosol_443.7mym 3.8857E+17
0.00 5094 Aerosol_532.6mym 3.8857E+17
0.00 5094 Aerosol_659.6mym 3.8857E+17
0.00 5094 Aerosol_858.8mym 3.8857E+17
0.00 5443 Aerosol_1.1mym 0.0000E+00
0.00 5443 Aerosol_2.3mym 4.5052E+17
0.00 5443 Aerosol_3.5mym 4.3964E+17
0.00 5443 Aerosol_4.6mym 4.2225E+17
0.00 5443 Aerosol_5.7mym 4.0920E+17
0.00 5443 Aerosol_6.9mym 4.0268E+17
0.00 5443 Aerosol_8.2mym 3.9616E+17
0.00 5443 Aerosol_9.5mym 3.9398E+17
0.00 5443 Aerosol_10.9mym 3.9181E+17
0.00 5443 Aerosol_12.3mym 3.8964E+17
0.00 5443 Aerosol_13.9mym 3.8964E+17
0.00 5443 Aerosol_15.5mym 3.8964E+17
0.00 5443 Aerosol_17.3mym 3.8964E+17
0.00 5443 Aerosol_19.1mym 3.8746E+17
0.00 5443 Aerosol_21.1mym 3.8746E+17
0.00 5443 Aerosol_23.1mym 3.8746E+17
0.00 5443 Aerosol_25.4mym 3.8746E+17
0.00 5443 Aerosol_27.7mym 3.8746E+17
0.00 5443 Aerosol_30.3mym 3.8746E+17
0.00 5443 Aerosol_33.0mym 3.8746E+17
