*runtime[h] lower[m] comp release[Bq/s]
0.50 3482 Aerosol_850.0mym 8.1348E+14
0.50 3482 Aerosol_1000.0mym 8.1348E+14
0.50 3596 Aerosol_2.3mym 1.4222E+15
0.50 3596 Aerosol_4.6mym 1.4222E+15
0.50 3596 Aerosol_6.9mym 1.4222E+15
0.50 3596 Aerosol_9.2mym 1.4222E+15
0.50 3596 Aerosol_11.5mym 1.4222E+15
0.50 3596 Aerosol_12.9mym 5.6890E+15
0.50 3596 Aerosol_14.3mym 5.6890E+15
0.50 3596 Aerosol_15.7mym 5.6890E+15
0.50 3596 Aerosol_17.1mym 5.6890E+15
0.50 3596 Aerosol_18.5mym 5.6890E+15
0.50 3596 Aerosol_20.6mym 1.2089E+16
0.50 3596 Aerosol_22.7mym 1.2089E+16
0.50 3596 Aerosol_24.8mym 1.2089E+16
0.50 3596 Aerosol_26.9mym 1.2089E+16
0.50 3596 Aerosol_29.0mym 1.2089E+16
0.50 3596 Aerosol_32.2mym 1.7778E+16
0.50 3596 Aerosol_35.4mym 1.7778E+16
0.50 3596 Aerosol_38.6mym 1.7778E+16
0.50 3596 Aerosol_41.8mym 1.7778E+16
0.50 3596 Aerosol_45.0mym 1.7778E+16
0.50 3596 Aerosol_50.2mym 1.7067E+16
0.50 3596 Aerosol_55.4mym 1.7067E+16
0.50 3596 Aerosol_60.6mym 1.7067E+16
0.50 3596 Aerosol_65.8mym 1.7067E+16
0.50 3596 Aerosol_71.0mym 1.7067E+16
0.50 3596 Aerosol_80.8mym 1.2089E+16
0.50 3596 Aerosol_90.6mym 1.2089E+16
0.50 3596 Aerosol_100.4mym 1.2089E+16
0.50 3596 Aerosol_110.2mym 1.2089E+16
0.50 3596 Aerosol_120.0mym 1.2089E+16
0.50 3596 Aerosol_146.0mym 4.2667E+15
0.50 3596 Aerosol_172.0mym 4.2667E+15
0.50 3596 Aerosol_198.0mym 4.2667E+15
0.50 3596 Aerosol_224.0mym 4.2667E+15
0.50 3596 Aerosol_250.0mym 4.2667E+15
0.50 3596 Aerosol_400.0mym 7.1112E+14
0.50 3596 Aerosol_550.0mym 7.1112E+14
0.50 3596 Aerosol_700.0mym 7.1112E+14
0.50 3596 Aerosol_850.0mym 7.1112E+14
0.50 3596 Aerosol_1000.0mym 7.1112E+14
0.50 3711 Aerosol_2.3mym 1.1928E+15
0.50 3711 Aerosol_4.6mym 1.1928E+15
0.50 3711 Aerosol_6.9mym 1.1928E+15
0.50 3711 Aerosol_9.2mym 1.1928E+15
0.50 3711 Aerosol_11.5mym 1.1928E+15
0.50 3711 Aerosol_12.9mym 4.7712E+15
0.50 3711 Aerosol_14.3mym 4.7712E+15
0.50 3711 Aerosol_15.7mym 4.7712E+15
0.50 3711 Aerosol_17.1mym 4.7712E+15
0.50 3711 Aerosol_18.5mym 4.7712E+15
0.50 3711 Aerosol_20.6mym 1.0139E+16
0.50 3711 Aerosol_22.7mym 1.0139E+16
0.50 3711 Aerosol_24.8mym 1.0139E+16
0.50 3711 Aerosol_26.9mym 1.0139E+16
0.50 3711 Aerosol_29.0mym 1.0139E+16
0.50 3711 Aerosol_32.2mym 1.4910E+16
0.50 3711 Aerosol_35.4mym 1.4910E+16
0.50 3711 Aerosol_38.6mym 1.4910E+16
0.50 3711 Aerosol_41.8mym 1.4910E+16
0.50 3711 Aerosol_45.0mym 1.4910E+16
0.50 3711 Aerosol_50.2mym 1.4314E+16
0.50 3711 Aerosol_55.4mym 1.4314E+16
0.50 3711 Aerosol_60.6mym 1.4314E+16
0.50 3711 Aerosol_65.8mym 1.4314E+16
0.50 3711 Aerosol_71.0mym 1.4314E+16
0.50 3711 Aerosol_80.8mym 1.0139E+16
0.50 3711 Aerosol_90.6mym 1.0139E+16
0.50 3711 Aerosol_100.4mym 1.0139E+16
0.50 3711 Aerosol_110.2mym 1.0139E+16
0.50 3711 Aerosol_120.0mym 1.0139E+16
0.50 3711 Aerosol_146.0mym 3.5784E+15
0.50 3711 Aerosol_172.0mym 3.5784E+15
0.50 3711 Aerosol_198.0mym 3.5784E+15
0.50 3711 Aerosol_224.0mym 3.5784E+15
0.50 3711 Aerosol_250.0mym 3.5784E+15
0.50 3711 Aerosol_400.0mym 5.9640E+14
0.50 3711 Aerosol_550.0mym 5.9640E+14
0.50 3711 Aerosol_700.0mym 5.9640E+14
0.50 3711 Aerosol_850.0mym 5.9640E+14
0.50 3711 Aerosol_1000.0mym 5.9640E+14
0.50 3825 Aerosol_2.3mym 9.7667E+14
0.50 3825 Aerosol_4.6mym 9.7667E+14
0.50 3825 Aerosol_6.9mym 9.7667E+14
0.50 3825 Aerosol_9.2mym 9.7667E+14
0.50 3825 Aerosol_11.5mym 9.7667E+14
0.50 3825 Aerosol_12.9mym 3.9067E+15
0.50 3825 Aerosol_14.3mym 3.9067E+15
0.50 3825 Aerosol_15.7mym 3.9067E+15
0.50 3825 Aerosol_17.1mym 3.9067E+15
0.50 3825 Aerosol_18.5mym 3.9067E+15
0.50 3825 Aerosol_20.6mym 8.3017E+15
0.50 3825 Aerosol_22.7mym 8.3017E+15
0.50 3825 Aerosol_24.8mym 8.3017E+15
0.50 3825 Aerosol_26.9mym 8.3017E+15
0.50 3825 Aerosol_29.0mym 8.3017E+15
0.50 3825 Aerosol_32.2mym 1.2208E+16
0.50 3825 Aerosol_35.4mym 1.2208E+16
0.50 3825 Aerosol_38.6mym 1.2208E+16
0.50 3825 Aerosol_41.8mym 1.2208E+16
0.50 3825 Aerosol_45.0mym 1.2208E+16
0.50 3825 Aerosol_50.2mym 1.1720E+16
0.50 3825 Aerosol_55.4mym 1.1720E+16
0.50 3825 Aerosol_60.6mym 1.1720E+16
0.50 3825 Aerosol_65.8mym 1.1720E+16
0.50 3825 Aerosol_71.0mym 1.1720E+16
0.50 3825 Aerosol_80.8mym 8.3017E+15
0.50 3825 Aerosol_90.6mym 8.3017E+15
0.50 3825 Aerosol_100.4mym 8.3017E+15
0.50 3825 Aerosol_110.2mym 8.3017E+15
0.50 3825 Aerosol_120.0mym 8.3017E+15
0.50 3825 Aerosol_146.0mym 2.9300E+15
0.50 3825 Aerosol_172.0mym 2.9300E+15
0.50 3825 Aerosol_198.0mym 2.9300E+15
0.50 3825 Aerosol_224.0mym 2.9300E+15
0.50 3825 Aerosol_250.0mym 2.9300E+15
0.50 3825 Aerosol_400.0mym 4.8833E+14
0.50 3825 Aerosol_550.0mym 4.8833E+14
0.50 3825 Aerosol_700.0mym 4.8833E+14
0.50 3825 Aerosol_850.0mym 4.8833E+14
0.50 3825 Aerosol_1000.0mym 4.8833E+14
0.50 3939 Aerosol_2.3mym 7.6625E+14
0.50 3939 Aerosol_4.6mym 7.6625E+14
0.50 3939 Aerosol_6.9mym 7.6625E+14
0.50 3939 Aerosol_9.2mym 7.6625E+14
0.50 3939 Aerosol_11.5mym 7.6625E+14
0.50 3939 Aerosol_12.9mym 3.0650E+15
0.50 3939 Aerosol_14.3mym 3.0650E+15
0.50 3939 Aerosol_15.7mym 3.0650E+15
0.50 3939 Aerosol_17.1mym 3.0650E+15
0.50 3939 Aerosol_18.5mym 3.0650E+15
0.50 3939 Aerosol_20.6mym 6.5131E+15
0.50 3939 Aerosol_22.7mym 6.5131E+15
0.50 3939 Aerosol_24.8mym 6.5131E+15
0.50 3939 Aerosol_26.9mym 6.5131E+15
0.50 3939 Aerosol_29.0mym 6.5131E+15
0.50 3939 Aerosol_32.2mym 9.5782E+15
0.50 3939 Aerosol_35.4mym 9.5782E+15
0.50 3939 Aerosol_38.6mym 9.5782E+15
0.50 3939 Aerosol_41.8mym 9.5782E+15
0.50 3939 Aerosol_45.0mym 9.5782E+15
0.50 3939 Aerosol_50.2mym 9.1950E+15
0.50 3939 Aerosol_55.4mym 9.1950E+15
0.50 3939 Aerosol_60.6mym 9.1950E+15
0.50 3939 Aerosol_65.8mym 9.1950E+15
0.50 3939 Aerosol_71.0mym 9.1950E+15
0.50 3939 Aerosol_80.8mym 6.5131E+15
0.50 3939 Aerosol_90.6mym 6.5131E+15
0.50 3939 Aerosol_100.4mym 6.5131E+15
0.50 3939 Aerosol_110.2mym 6.5131E+15
0.50 3939 Aerosol_120.0mym 6.5131E+15
0.50 3939 Aerosol_146.0mym 2.2988E+15
0.50 3939 Aerosol_172.0mym 2.2988E+15
0.50 3939 Aerosol_198.0mym 2.2988E+15
0.50 3939 Aerosol_224.0mym 2.2988E+15
0.50 3939 Aerosol_250.0mym 2.2988E+15
0.50 3939 Aerosol_400.0mym 3.8313E+14
0.50 3939 Aerosol_550.0mym 3.8313E+14
0.50 3939 Aerosol_700.0mym 3.8313E+14
0.50 3939 Aerosol_850.0mym 3.8313E+14
0.50 3939 Aerosol_1000.0mym 3.8313E+14
0.50 4054 Aerosol_2.3mym 5.4251E+14
0.50 4054 Aerosol_4.6mym 5.4251E+14
0.50 4054 Aerosol_6.9mym 5.4251E+14
0.50 4054 Aerosol_9.2mym 5.4251E+14
0.50 4054 Aerosol_11.5mym 5.4251E+14
0.50 4054 Aerosol_12.9mym 2.1700E+15
0.50 4054 Aerosol_14.3mym 2.1700E+15
0.50 4054 Aerosol_15.7mym 2.1700E+15
0.50 4054 Aerosol_17.1mym 2.1700E+15
0.50 4054 Aerosol_18.5mym 2.1700E+15
0.50 4054 Aerosol_20.6mym 4.6113E+15
0.50 4054 Aerosol_22.7mym 4.6113E+15
0.50 4054 Aerosol_24.8mym 4.6113E+15
0.50 4054 Aerosol_26.9mym 4.6113E+15
0.50 4054 Aerosol_29.0mym 4.6113E+15
0.50 4054 Aerosol_32.2mym 6.7814E+15
0.50 4054 Aerosol_35.4mym 6.7814E+15
0.50 4054 Aerosol_38.6mym 6.7814E+15
0.50 4054 Aerosol_41.8mym 6.7814E+15
0.50 4054 Aerosol_45.0mym 6.7814E+15
0.50 4054 Aerosol_50.2mym 6.5101E+15
0.50 4054 Aerosol_55.4mym 6.5101E+15
0.50 4054 Aerosol_60.6mym 6.5101E+15
0.50 4054 Aerosol_65.8mym 6.5101E+15
0.50 4054 Aerosol_71.0mym 6.5101E+15
0.50 4054 Aerosol_80.8mym 4.6113E+15
0.50 4054 Aerosol_90.6mym 4.6113E+15
0.50 4054 Aerosol_100.4mym 4.6113E+15
0.50 4054 Aerosol_110.2mym 4.6113E+15
0.50 4054 Aerosol_120.0mym 4.6113E+15
0.50 4054 Aerosol_146.0mym 1.6275E+15
0.50 4054 Aerosol_172.0mym 1.6275E+15
0.50 4054 Aerosol_198.0mym 1.6275E+15
0.50 4054 Aerosol_224.0mym 1.6275E+15
0.50 4054 Aerosol_250.0mym 1.6275E+15
0.50 4054 Aerosol_400.0mym 2.7125E+14
0.50 4054 Aerosol_550.0mym 2.7125E+14
0.50 4054 Aerosol_700.0mym 2.7125E+14
0.50 4054 Aerosol_850.0mym 2.7125E+14
0.50 4054 Aerosol_1000.0mym 2.7125E+14
0.50 4168 Aerosol_2.3mym 3.2828E+14
0.50 4168 Aerosol_4.6mym 3.2828E+14
0.50 4168 Aerosol_6.9mym 3.2828E+14
0.50 4168 Aerosol_9.2mym 3.2828E+14
0.50 4168 Aerosol_11.5mym 3.2828E+14
0.50 4168 Aerosol_12.9mym 1.3131E+15
0.50 4168 Aerosol_14.3mym 1.3131E+15
0.50 4168 Aerosol_15.7mym 1.3131E+15
0.50 4168 Aerosol_17.1mym 1.3131E+15
0.50 4168 Aerosol_18.5mym 1.3131E+15
0.50 4168 Aerosol_20.6mym 2.7904E+15
0.50 4168 Aerosol_22.7mym 2.7904E+15
0.50 4168 Aerosol_24.8mym 2.7904E+15
0.50 4168 Aerosol_26.9mym 2.7904E+15
0.50 4168 Aerosol_29.0mym 2.7904E+15
0.50 4168 Aerosol_32.2mym 4.1036E+15
0.50 4168 Aerosol_35.4mym 4.1036E+15
0.50 4168 Aerosol_38.6mym 4.1036E+15
0.50 4168 Aerosol_41.8mym 4.1036E+15
0.50 4168 Aerosol_45.0mym 4.1036E+15
0.50 4168 Aerosol_50.2mym 3.9394E+15
0.50 4168 Aerosol_55.4mym 3.9394E+15
0.50 4168 Aerosol_60.6mym 3.9394E+15
0.50 4168 Aerosol_65.8mym 3.9394E+15
0.50 4168 Aerosol_71.0mym 3.9394E+15
0.50 4168 Aerosol_80.8mym 2.7904E+15
0.50 4168 Aerosol_90.6mym 2.7904E+15
0.50 4168 Aerosol_100.4mym 2.7904E+15
0.50 4168 Aerosol_110.2mym 2.7904E+15
0.50 4168 Aerosol_120.0mym 2.7904E+15
0.50 4168 Aerosol_146.0mym 9.8485E+14
0.50 4168 Aerosol_172.0mym 9.8485E+14
0.50 4168 Aerosol_198.0mym 9.8485E+14
0.50 4168 Aerosol_224.0mym 9.8485E+14
0.50 4168 Aerosol_250.0mym 9.8485E+14
0.50 4168 Aerosol_400.0mym 1.6414E+14
0.50 4168 Aerosol_550.0mym 1.6414E+14
0.50 4168 Aerosol_700.0mym 1.6414E+14
0.50 4168 Aerosol_850.0mym 1.6414E+14
0.50 4168 Aerosol_1000.0mym 1.6414E+14
0.50 4283 Aerosol_2.3mym 1.0835E+14
0.50 4283 Aerosol_4.6mym 1.0835E+14
0.50 4283 Aerosol_6.9mym 1.0835E+14
0.50 4283 Aerosol_9.2mym 1.0835E+14
0.50 4283 Aerosol_11.5mym 1.0835E+14
0.50 4283 Aerosol_12.9mym 4.3340E+14
0.50 4283 Aerosol_14.3mym 4.3340E+14
0.50 4283 Aerosol_15.7mym 4.3340E+14
0.50 4283 Aerosol_17.1mym 4.3340E+14
0.50 4283 Aerosol_18.5mym 4.3340E+14
0.50 4283 Aerosol_20.6mym 9.2098E+14
0.50 4283 Aerosol_22.7mym 9.2098E+14
0.50 4283 Aerosol_24.8mym 9.2098E+14
0.50 4283 Aerosol_26.9mym 9.2098E+14
0.50 4283 Aerosol_29.0mym 9.2098E+14
0.50 4283 Aerosol_32.2mym 1.3544E+15
0.50 4283 Aerosol_35.4mym 1.3544E+15
0.50 4283 Aerosol_38.6mym 1.3544E+15
0.50 4283 Aerosol_41.8mym 1.3544E+15
0.50 4283 Aerosol_45.0mym 1.3544E+15
0.50 4283 Aerosol_50.2mym 1.3002E+15
0.50 4283 Aerosol_55.4mym 1.3002E+15
0.50 4283 Aerosol_60.6mym 1.3002E+15
0.50 4283 Aerosol_65.8mym 1.3002E+15
0.50 4283 Aerosol_71.0mym 1.3002E+15
0.50 4283 Aerosol_80.8mym 9.2098E+14
0.50 4283 Aerosol_90.6mym 9.2098E+14
0.50 4283 Aerosol_100.4mym 9.2098E+14
0.50 4283 Aerosol_110.2mym 9.2098E+14
0.50 4283 Aerosol_120.0mym 9.2098E+14
0.50 4283 Aerosol_146.0mym 3.2505E+14
0.50 4283 Aerosol_172.0mym 3.2505E+14
0.50 4283 Aerosol_198.0mym 3.2505E+14
0.50 4283 Aerosol_224.0mym 3.2505E+14
0.50 4283 Aerosol_250.0mym 3.2505E+14
0.50 4283 Aerosol_400.0mym 5.4175E+13
0.50 4283 Aerosol_550.0mym 5.4175E+13
0.50 4283 Aerosol_700.0mym 5.4175E+13
0.50 4283 Aerosol_850.0mym 5.4175E+13
0.50 4283 Aerosol_1000.0mym 5.4175E+13
