# Mastin&al:2009a
# Preliminary spreadsheet of eruption source parameters for volcanoes of the world.
# Open-File Report, U.S. Geological Survey, 2009. Number 2009-1133.
# L.G. Mastin, M. Guffanti, J.E. Ewert and J. Spiegel.
# http://pubs.usgs.gov/of/2009/1133
#NUMBER,RN,SN,VN,NAME,LOCATION,STATUS,LATITUDE,NS,VF,LONGITUDE,EW,ELEV,TYPE,TIMEFRAME,ERUPTION TYPE
1209-02-,12,09,-02-,Sunset_Crater,US-Arizona,Dendrochronology,35.37,N,*,111.50,W,2447,Cinder cone,D6,M0
1210-01-,12,10,-01-,Carrizozo,US-New Mexico,Surface Exposure,33.78,N,,105.93,W,1731,Cinder cones,D7,M0
1210-02-,12,10,-02-,Zuni_Bandera,US-New Mexico,Anthropology,34.80,N,*,108.00,W,2550,Volcanic field,D7,M0
1301-01-,13,01,-01-,Endeavour_Ridge,Pacific-NE,Uranium-series,47.95,N,,129.10,W,-2050,Submarine volcano,D7,U0
1301-011,13,01,-011,Cobb_Segment,Pacific-NE,Uranium-series,46.88,N,,129.33,W,-2100,Submarine volcano,D7,U0
1301-02-,13,01,-02-,CoAxial_Segment,Pacific-NE,Historical,46.52,N,,129.58,W,-2400,Submarine volcano,D2,U0
1301-021,13,01,-021,Axial_Seamount,Pacific-NE,Historical,45.95,N,,130.00,W,-1410,Submarine volcano,D2,U0
1301-03-,13,01,-03-,Cleft_Segment,Pacific-NE,Historical,44.83,N,,130.30,W,-2140,Submarine volcano,D2,U0
1301-031,13,01,-031,North_Gorda_Ridge,Pacific-NE,Historical,42.67,N,,126.78,W,-3000,Submarine volcano,D2,U0
1301-04-,13,01,-04-,Escanaba_Segment,Pacific-NE,Uranium-series,40.98,N,,127.50,W,-1700,Submarine volcano,D7,U0
1301-05-,13,01,-05-,Unnamed,Pacific-NE,Uncertain,31.75,N,,124.25,W,-2533,Submarine volcano ?,?,U0
1302-00-,13,02,-00-,Loihi,Hawaiian Is,Historical,18.92,N,,155.27,W,-975,Submarine volcano,D2,U0
1302-01-,13,02,-01-,Kilauea,Hawaiian Is,Historical,19.421,N,,155.287,W,1222,Shield volcano,D1,M1
1302-02=,13,02,-02-,Mauna_Loa,Hawaiian Is,Historical,19.475,N,,155.608,W,4170,Shield volcano,D2,M1
1302-03-,13,02,-03-,Mauna_Kea,Hawaiian Is,Radiocarbon,19.82,N,,155.47,W,4205,Shield volcano,D7,M0
1302-04-,13,02,-04-,Hualalai,Hawaiian Is,Historical,19.692,N,,155.87,W,2523,Shield volcano,D3,M0
1302-06-,13,02,-06-,Haleakala,Hawaiian Is,Anthropology,20.708,N,,156.25,W,3055,Shield volcano,D4,M0
1302-08-,13,02,-08-,Unnamed,Hawaiian Is,Uncertain,21.75,N,,158.75,W,-3000,Submarine volcano ?,?,U0
1302-09-,13,02,-09-,Unnamed,Hawaiian Is,Historical,23.58,N,,163.83,W,-4000,Submarine volcano,D2,U0
1303-01-,13,03,-01-,Teahitia,Society Is-C Pacific,Seismicity,17.57,S,,148.85,W,-1400,Submarine volcano,D2,U0
1303-02-,13,03,-02-,Rocard,Society Is-C Pacific,Seismicity,17.642,S,,148.60,W,-2100,Submarine volcano,D2,U0
1303-03-,13,03,-03-,Moua_Pihaa,Society Is-C Pacific,Seismicity,18.32,S,,148.67,W,-160,Submarine volcano,D2,U0
1303-04-,13,03,-04-,Mehetia,Society Is-C Pacific,Anthropology,17.87,S,,148.07,W,435,Stratovolcano,U,U0
1303-05-,13,03,-05-,Adams_Seamount,Pacific-C,Potassium-Argon,25.37,S,,129.27,W,-39,Submarine volcano,D7,U0
1303-06-,13,03,-06-,Macdonald,Austral Is-C Pacific,Historical,28.98,S,,140.25,W,-39,Submarine volcano,D2,S0
1304-02-,13,04,-02-,Northern_EPR_Segment_RO2,Pacific-E,Magnetism,16.55,N,,105.32,W,-2700,Submarine volcano,D7,U0
1304-021,13,04,-021,Northern_EPR_Segment_RO3,Pacific-E,Magnetism,15.83,N,,105.43,W,-2300,Submarine volcano,D7,U0
1304-04-,13,04,-04-,Unnamed,Pacific-E,Historical,10.73,N,,103.58,W,,Submarine volcano,D1,U0
1304-05-,13,04,-05-,Unnamed,Pacific-E,Historical, 9.83,N,,104.30,W,-2500,Submarine volcano,D1,U0
1304-07-,13,04,-07-,Galapagos_Rift,Pacific-E,Historical, 0.792,N,, 86.15,W,-2430,Submarine volcano,D2,U0
1304-10-,13,04,-10-,Unnamed,Pacific-E,Historical, 8.27,S,,107.95,W,-2800,Submarine volcano,D2,U0
1304-12-,13,04,-12-,Southern_EPR_Segment_K,Pacific-E,Historical,17.436,S,,113.206,W,-2566,Submarine volcano,D2,U0
1304-13-,13,04,-13-,Southern_EPR_Segment_J,Pacific-E,Magnetism,18.175,S,,113.35,W,-2650,Submarine volcano,D3,U0
1304-14-,13,04,-14-,Southern_EPR_Segment_I,Pacific-E,Magnetism,18.53,S,,113.42,W,-2600,Submarine volcano,D2,U0
1305-01-,13,05,-01-,Antipodes_Island,Pacific-S,Holocene?,49.68,S,,178.77,E,402,Pyroclastic cones,?,U0
1305-02-,13,05,-02-,Unnamed,Pacific-S,Uncertain,53.90,S,,140.30,W,-1000,Submarine volcano,?,U0
1305-03-,13,05,-03-,Unnamed,Pacific-S,Uncertain,55.97,S,,143.17,W,,Submarine volcano,?,U0
1401-00-,14,01,-00-,Cerro_Prieto,México,Holocene?,32.418,N,,115.305,W,223,Lava dome,?,M0
1401-001,14,01,-001,Pinacate,México,Holocene,31.772,N,*,113.498,W,1200,Cinder cones,U,M0
1401-002,14,01,-002,San_Quintin_volc_field,México,Holocene?,30.468,N,*,115.996,W,260,Cinder cones,?,M0
1401-003,14,01,-003,Isla_San_Luis,México,Holocene,29.97,N,,114.40,W,180,Tuff cone,U,M0
1401-004,14,01,-004,Jaraguay_volc_field,México,Holocene,29.33,N,*,114.50,W,960,Cinder cones,U,M0
1401-005,14,01,-005,Coronado,México,Fumarolic,29.08,N,,113.513,W,440,Stratovolcano,U,S0
1401-006,14,01,-006,Guadalupe,México,Holocene,29.07,N,,118.28,W,1100,Shield volcano,U,S0
1401-007,14,01,-007,San_Borja_volc_field,México,Holocene,28.50,N,*,113.75,W,1360,Cinder cones,U,M0
1401-008,14,01,-008,Unnamed,México,Uncertain,28.00,N,,115.00,W,,Submarine volcano ?,?,U0
1401-011,14,01,-011,Isla_Tortuga,México,Holocene,27.43,N,,111.88,W,210,Shield volcano,U,M0
1401-012,14,01,-012,Comondu_La_Purisima,México,Holocene?,26.00,N,*,111.92,W,780,Volcanic field,?,S0
1401-01=,14,01,-01-,Tres_Virgenes,México,Holocene?,27.470,N,,112.591,W,1940,Stratovolcanoes,?,S0
1401-021,14,01,-021,Socorro,México-Is,Historical,18.78,N,,110.95,W,1050,Shield volcano,D2,M0
1401-022,14,01,-022,Durango_volc_field,México,Holocene,24.15,N,*,104.45,W,2075,Cinder cones,U,M0
1401-023,14,01,-023,Sanganguey,México,Holocene,21.45,N,,104.73,W,2340,Stratovolcano,U,S0
1401-02=,14,01,-02-,Barcena,México-Is,Historical,19.30,N,,110.82,W,332,Cinder cones,D2,M0
1401-031,14,01,-031,Mascota_volc_field,México,Holocene,20.62,N,*,104.83,W,2560,Cinder cones,U,M0
1401-03=,14,01,-03-,Ceboruco,México,Historical,21.125,N,,104.508,W,2280,Stratovolcano,D3,S2
1401-04=,14,01,-04-,Colima,México,Historical,19.514,N,,103.62,W,3850,Stratovolcanoes,D1,S0
1401-061,14,01,-061,Zitacuaro_Valle_de_Bravo,México,Ar/Ar,19.40,N,*,100.25,W,3500,Caldera,D7,M0
1401-062,14,01,-062,Jocotitlan,México,Radiocarbon,19.73,N,, 99.758,W,3900,Stratovolcano,D6,S0
1401-06=,14,01,-06-,Michoacan_Guanajuato,México,Historical,19.85,N,*,101.75,W,3860,Cinder cones,D2,M2
1401-07-,14,01,-07-,Nevado_de_Toluca,México,Radiocarbon,19.108,N,, 99.758,W,4680,Stratovolcano,D7,S2
1401-081,14,01,-081,Papayo,México,Holocene,19.308,N,, 98.70,W,3600,Lava dome,U,S0
1401-082,14,01,-082,Iztaccihuatl,México,Holocene,19.179,N,, 98.642,W,5230,Stratovolcano,U,S0
1401-08=,14,01,-08-,Chichinautzin,México,Radiocarbon,19.08,N,*, 99.13,W,3930,Volcanic field,D6,M0
1401-091,14,01,-091,La_Malinche,México,Radiocarbon,19.231,N,, 98.032,W,4461,Stratovolcano,D7,S0
1401-092,14,01,-092,Serdan_Oriental,México,Holocene,19.27,N,*, 97.47,W,3485,Tuff cones,U,S0
1401-093,14,01,-093,Los_Humeros,México,Holocene?,19.68,N,, 97.45,W,3150,Calderas,?,S0
1401-094,14,01,-094,Los_Atlixcos,México,Holocene,19.809,N,, 96.526,W,800,Shield volcano,U,M0
1401-095,14,01,-095,Naolinco_volc_field,México,Radiocarbon,19.67,N,*, 96.75,W,2000,Pyroclastic cones,D7,M0
1401-096,14,01,-096,Cofre_de_Perote,México,Radiocarbon,19.492,N,, 97.15,W,4282,Shield volcanoes,D6,M0
1401-097,14,01,-097,La_Gloria,México,Holocene,19.33,N,*, 97.25,W,3500,Volcanic field,U,M0
1401-098,14,01,-098,Las_Cumbres,México,Radiocarbon,19.15,N,, 97.27,W,3940,Stratovolcano,D7,S0
1401-09=,14,01,-09-,Popocatepetl,México,Historical,19.023,N,, 98.622,W,5426,Stratovolcanoes,D1,S1
1401-10=,14,01,-10-,Pico_de_Orizaba,México,Historical,19.030,N,, 97.268,W,5675,Stratovolcano,D3,S0
1401-11=,14,01,-11-,San_Martin,México,Historical,18.57,N,, 95.20,W,1650,Shield volcano,D4,M0
1401-12=,14,01,-12-,El_Chichon,México,Historical,17.360,N,, 93.228,W,1150,Lava domes,D2,S0
1401-13=,14,01,-13-,Tacana,México,Historical,15.130,N,, 92.112,W,4060,Stratovolcano,D2,S0
1402-02=,14,02,-02-,Tajumulco,Guatemala,Holocene,15.034,N,, 91.903,W,4220,Stratovolcano,U,S0
1402-03=,14,02,-03-,Santa_Maria,Guatemala,Historical,14.756,N,, 91.552,W,3772,Stratovolcano,D1,S9
1402-04=,14,02,-04-,Almolonga,Guatemala,Historical,14.82,N,, 91.48,W,3197,Stratovolcano,D3,S0
1402-06=,14,02,-06-,Atitlan,Guatemala,Historical,14.583,N,, 91.186,W,3535,Stratovolcano,D3,S1
1402-07=,14,02,-07-,Toliman,Guatemala,Holocene,14.612,N,, 91.189,W,3158,Stratovolcano,U,M0
1402-08=,14,02,-08-,Acatenango,Guatemala,Historical,14.501,N,, 90.876,W,3976,Stratovolcano,D2,S1
1402-09=,14,02,-09-,Fuego,Guatemala,Historical,14.473,N,, 90.880,W,3763,Stratovolcano,D1,M2
1402-10=,14,02,-10-,Agua,Guatemala,Holocene,14.465,N,, 90.743,W,3760,Stratovolcano,U,S0
1402-111,14,02,-111,Cuilapa-Barbarena,Guatemala,Holocene,14.33,N,*, 90.40,W,1454,Volcanic field,U,S0
1402-11=,14,02,-11-,Pacaya,Guatemala,Historical,14.381,N,, 90.601,W,2552,Complex volcano,D1,M1
1402-121,14,02,-121,Jumaytepeque,Guatemala,Holocene?,14.336,N,, 90.269,W,1815,Stratovolcano,?,S0
1402-12=,14,02,-12-,Tecuamburro,Guatemala,Radiocarbon,14.156,N,, 90.407,W,1845,Stratovolcano,D7,S0
1402-13-,14,02,-13-,Moyuta,Guatemala,Hot Springs,14.03,N,, 90.10,W,1662,Stratovolcano,U,S0
1402-14-,14,02,-14-,Flores,Guatemala,Holocene,14.308,N,*, 89.992,W,1600,Volcanic field,U,M0
1402-141,14,02,-141,Tahual,Guatemala,Holocene,14.43,N,, 89.90,W,1716,Stratovolcano,U,S0
1402-15-,14,02,-15-,Cerro_Santiago,Guatemala,Holocene,14.33,N,*, 89.87,W,1192,Volcanic field,U,M0
1402-16-,14,02,-16-,Suchitan,Guatemala,Holocene,14.40,N,, 89.78,W,2042,Stratovolcanoes,U,S0
1402-17-,14,02,-17-,Chingo,Guatemala,Holocene,14.12,N,*, 89.73,W,1775,Stratovolcano,U,S0
1402-18-,14,02,-18-,Ixtepeque,Guatemala,Holocene,14.42,N,*, 89.68,W,1292,Lava domes,U,S0
1402-19-,14,02,-19-,Ipala,Guatemala,Holocene,14.55,N,, 89.63,W,1650,Stratovolcano,U,M0
1402-20-,14,02,-20-,Chiquimula_volc_field,Guatemala,Holocene,14.83,N,*, 89.55,W,1192,Cinder cones,U,M0
1402-21-,14,02,-21-,Quezaltepeque,Guatemala,Holocene,14.57,N,, 89.45,W,1200,Volcanic field,U,M0
1403-001,14,03,-001,San_Diego,El Salvador,Holocene,14.27,N,*, 89.48,W,781,Volcanic field,U,M0
1403-002,14,03,-002,Cerro_Singuil,El Salvador,Holocene,14.05,N,*, 89.65,W,957,Cinder cones,U,M0
1403-01=,14,03,-01-,Apaneca Range,El Salvador,Holocene,13.891,N,, 89.786,W,2036,Stratovolcanoes,U,M0
1403-02=,14,03,-02-,Santa_Ana,El Salvador,Historical,13.853,N,, 89.630,W,2381,Stratovolcano,D1,M2
1403-03=,14,03,-03-,Izalco,El Salvador,Historical,13.813,N,, 89.633,W,1950,Stratovolcano,D2,M1
1403-041,14,03,-041,Coatepeque_Caldera,El Salvador,Holocene,13.87,N,, 89.55,W,746,Caldera,U,S0
1403-051,14,03,-051,Cerro_Cinotepeque,El Salvador,Holocene,14.02,N,, 89.25,W,665,Volcanic field,U,M0
1403-052,14,03,-052,Guazapa,El Salvador,Holocene?,13.90,N,, 89.12,W,1438,Stratovolcano,?,M0
1403-05=,14,03,-05-,San_Salvador,El Salvador,Historical,13.734,N,, 89.294,W,1893,Stratovolcano,D2,M2
1403-06=,14,03,-06-,Ilopango,El Salvador,Historical,13.672,N,, 89.053,W,450,Caldera,D3,S0
1403-071,14,03,-071,Apastepeque_Field,El Salvador,Holocene,13.72,N,*, 88.77,W,700,Volcanic field,U,M0
1403-072,14,03,-072,Taburete,El Salvador,Holocene?,13.435,N,, 88.532,W,1172,Stratovolcano,?,M0
1403-07=,14,03,-07-,San_Vicente,El Salvador,Holocene,13.595,N,, 88.837,W,2182,Stratovolcano,U,S0
1403-081,14,03,-081,Usulutan,El Salvador,Holocene,13.419,N,, 88.471,W,1449,Stratovolcano,U,M0
1403-082,14,03,-082,El_Tigre,El Salvador,Holocene,13.47,N,, 88.43,W,1640,Stratovolcano,U,M0
1403-08=,14,03,-08-,Tecapa,El Salvador,Holocene,13.494,N,, 88.502,W,1593,Stratovolcano,U,S0
1403-09=,14,03,-09-,Chinameca,El Salvador,Holocene,13.478,N,, 88.330,W,1300,Stratovolcano,U,S0
1403-101,14,03,-101,Aramuaca_Laguna,El Salvador,Holocene,13.428,N,, 88.105,W,181,Maar,U,M0
1403-10=,14,03,-10-,San_Miguel,El Salvador,Historical,13.434,N,, 88.269,W,2130,Stratovolcano,D1,S1
1403-11=,14,03,-11-,Conchagua,El Salvador,Uncertain,13.275,N,, 87.845,W,1225,Stratovolcano,?,S0
1403-12=,14,03,-12-,Conchaguita,El Salvador,Historical,13.229,N,, 87.767,W,505,Stratovolcano,D3,M0
1403-13-,14,03,-13-,Isla_el_Tigre,Honduras,Holocene,13.272,N,, 87.641,W,783,Stratovolcano,U,M0
1403-14-,14,03,-14-,Isla_Zacate_Grande,Honduras,Holocene,13.33,N,, 87.63,W,640,Stratovolcano,U,M0
1403-15-,14,03,-15-,Yojoa_Lake,Honduras,Holocene,14.98,N,*, 87.98,W,1090,Volcanic field,U,M0
1403-16-,14,03,-16-,Utila_Island,Honduras,Holocene,16.10,N,*, 86.90,W,74,Pyroclastic cones,U,M0
1404-01=,14,04,-01-,Cosiguina,Nicaragua,Historical,12.98,N,, 87.57,W,872,Stratovolcano,D3,S2
1404-02=,14,04,-02-,San_Cristobal,Nicaragua,Historical,12.702,N,, 87.004,W,1745,Stratovolcano,D1,S1
1404-04=,14,04,-04-,Telica,Nicaragua,Historical,12.602,N,, 86.845,W,1061,Stratovolcanoes,D1,S1
1404-06-,14,04,-06-,Rota,Nicaragua,Holocene,12.55,N,, 86.75,W,832,Stratovolcano,U,S1
1404-07=,14,04,-07-,Cerro_Negro,Nicaragua,Historical,12.506,N,, 86.702,W,728,Cinder cones,D2,M2
1404-08=,14,04,-08-,Las_Pilas,Nicaragua,Historical,12.495,N,, 86.688,W,1088,Complex volcano,D2,M0
1404-091,14,04,-091,Apoyeque,Nicaragua,Radiocarbon,12.242,N,, 86.342,W,518,Pyroclastic shield,D7,S0
1404-092,14,04,-092,Nejapa_Miraflores,Nicaragua,Tephrochronology,12.12,N,, 86.32,W,360,Fissure vents,D7,M0
1404-09=,14,04,-09-,Momotombo,Nicaragua,Historical,12.422,N,, 86.540,W,1297,Stratovolcano,D2,M2
1404-101,14,04,-101,Granada,Nicaragua,Holocene,11.92,N,, 85.98,W,300,Fissure vents,U,M0
1404-10=,14,04,-10-,Masaya,Nicaragua,Historical,11.984,N,, 86.161,W,635,Caldera,D1,M1
1404-111,14,04,-111,Zapatera,Nicaragua,Holocene,11.73,N,, 85.82,W,629,Shield volcano,U,M0
1404-11=,14,04,-11-,Mombacho,Nicaragua,Holocene,11.826,N,, 85.968,W,1344,Stratovolcano,U,S0
1404-12=,14,04,-12-,Concepcion,Nicaragua,Historical,11.538,N,, 85.622,W,1700,Stratovolcano,D1,S1
1404-13-,14,04,-13-,Maderas,Nicaragua,Holocene,11.446,N,, 85.515,W,1394,Stratovolcano,U,S0
1404-131,14,04,-131,Esteli,Nicaragua,Holocene?,13.17,N,*, 86.40,W,899,Fissure vents,?,M0
1404-132,14,04,-132,Cerro_el_Ciguatepe,Nicaragua,Holocene?,12.53,N,, 86.142,W,603,Stratovolcano,?,M0
1404-133,14,04,-133,Las_Lajas,Nicaragua,Holocene?,12.30,N,, 85.73,W,926,Shield volcano,?,M0
1404-14-,14,04,-14-,Azul_Volcan,Nicaragua,Holocene,12.53,N,*, 83.87,W,201,Cinder cones,U,M0
1405-01=,14,05,-01-,Orosi,Costa Rica,Holocene?,10.980,N,, 85.473,W,1659,Stratovolcanoes,?,S0
1405-02=,14,05,-02-,Rincon_de_la_Vieja,Costa Rica,Historical,10.830,N,, 85.324,W,1916,Complex volcano,D2,S2
1405-031,14,05,-031,Tenorio,Costa Rica,Holocene,10.673,N,, 85.015,W,1916,Stratovolcanoes,U,S0
1405-033,14,05,-033,Arenal,Costa Rica,Historical,10.463,N,, 84.703,W,1670,Stratovolcano,D1,S1
1405-034,14,05,-034,Platanar,Costa Rica,Holocene,10.30,N,, 84.366,W,2267,Stratovolcanoes,U,S0
1405-03=,14,05,-03-,Miravalles,Costa Rica,Historical,10.748,N,, 85.153,W,2028,Stratovolcano,D2,S0
1405-04=,14,05,-04-,Poas,Costa Rica,Historical,10.20,N,, 84.233,W,2708,Stratovolcano,D1,S1
1405-05=,14,05,-05-,Barva,Costa Rica,Tephrochronology,10.135,N,, 84.10,W,2906,Complex volcano,D7,S0
1405-06=,14,05,-06-,Irazu,Costa Rica,Historical, 9.979,N,, 83.852,W,3432,Stratovolcano,D2,S1
1405-07=,14,05,-07-,Turrialba,Costa Rica,Historical,10.025,N,, 83.767,W,3340,Stratovolcano,D3,S1
1406-01-,14,06,-01-,Baru,Panamá,Historical, 8.808,N,, 82.543,W,3474,Stratovolcano,D5,S0
1406-02-,14,06,-02-,La_Yeguada,Panamá,Radiocarbon, 8.47,N,, 80.82,W,1297,Stratovolcano,D5,M0
1406-03-,14,06,-03-,El_Valle,Panamá,Holocene?, 8.58,N,, 80.17,W,1185,Stratovolcano,?,S0
1501-011,15,01,-011,Romeral,Colombia,Radiocarbon, 5.206,N,, 75.364,W,3858,Stratovolcano,D7,S0
1501-012,15,01,-012,Cerro_Bravo,Colombia,Radiocarbon, 5.092,N,, 75.30,W,4000,Stratovolcano,D4,S0
1501-021,15,01,-021,Santa_Isabel,Colombia,Radiocarbon, 4.82,N,, 75.37,W,4950,Shield volcano,D7,S0
1501-02=,15,01,-02-,Nevado_del_Ruiz,Colombia,Historical, 4.895,N,, 75.322,W,5321,Stratovolcano,D2,S1
1501-03=,15,01,-03-,Nevado_del_Tolima,Colombia,Historical, 4.67,N,, 75.33,W,5200,Stratovolcano,D2,S2
1501-04=,15,01,-04-,Machin,Colombia,Radiocarbon, 4.48,N,, 75.392,W,2650,Stratovolcano,D6,S0
1501-05=,15,01,-05-,Nevado_del_Huila,Colombia,Historical, 2.93,N,, 76.03,W,5364,Stratovolcano,D1,S1
1501-061,15,01,-061,Sotara,Colombia,Holocene, 2.108,N,, 76.592,W,4400,Stratovolcano,U,S0
1501-062,15,01,-062,Petacas,Colombia,Holocene?, 1.57,N,, 76.78,W,4054,Lava dome,?,S0
1501-06=,15,01,-06-,Purace,Colombia,Historical, 2.32,N,, 76.40,W,4650,Stratovolcanoes,D2,S1
1501-07=,15,01,-07-,Dona_Juana,Colombia,Historical, 1.47,N,, 76.92,W,4150,Stratovolcano,D2,S2
1501-08=,15,01,-08-,Galeras,Colombia,Historical, 1.22,N,, 77.37,W,4276,Complex volcano,D1,S1
1501-09=,15,01,-09-,Azufral,Colombia,Radiocarbon, 1.08,N,, 77.68,W,4070,Stratovolcano,D7,S0
1501-10=,15,01,-10-,Cumbal,Colombia,Historical, 0.95,N,, 77.87,W,4764,Stratovolcano,D2,S1
1501-11=,15,01,-11-,Cerro_Negro_de_Mayasquer,Colombia,Holocene?, 0.828,N,, 77.964,W,4445,Stratovolcano,D2,S0
1502-001,15,02,-001,Soche,Ecuador,Radiocarbon, 0.552,N,, 77.580,W,3955,Stratovolcano,D7,S0
1502-002,15,02,-002,Chachimbiro,Ecuador,Radiocarbon, 0.468,N,, 78.287,W,4106,Stratovolcano,D7,S0
1502-003,15,02,-003,Cuicocha,Ecuador,Radiocarbon, 0.308,N,, 78.364,W,3246,Caldera,D6,S0
1502-004,15,02,-004,Imbabura,Ecuador,Radiocarbon, 0.258,N,, 78.183,W,4609,Compound volcano,D7,S0
1502-005,15,02,-005,Mojanda,Ecuador,Holocene?, 0.13,N,, 78.27,W,4263,Stratovolcanoes,?,S2
1502-006,15,02,-006,Cayambe,Ecuador,Historical, 0.029,N,, 77.986,W,5790,Compound volcano,D4,S0
1502-011,15,02,-011,Pululagua,Ecuador,Radiocarbon, 0.038,N,, 78.463,W,3356,Caldera,D6,S0
1502-01=,15,02,-01-,Reventador,Ecuador,Historical, 0.077,S,, 77.656,W,3562,Stratovolcano,D1,S2
1502-021,15,02,-021,Atacazo,Ecuador,Radiocarbon, 0.353,S,, 78.617,W,4463,Stratovolcano,D7,S0
1502-022,15,02,-022,Chacana,Ecuador,Historical, 0.375,S,, 78.25,W,4643,Caldera,D4,S0
1502-02=,15,02,-02-,Guagua_Pichincha,Ecuador,Historical, 0.171,S,, 78.598,W,4784,Stratovolcano,D1,S1
1502-03=,15,02,-03-,Antisana,Ecuador,Historical, 0.481,S,, 78.141,W,5753,Stratovolcano,D3,S2
1502-041,15,02,-041,Illiniza,Ecuador,Holocene, 0.659,S,, 78.714,W,5248,Stratovolcano,U,S0
1502-04=,15,02,-04-,Sumaco,Ecuador,Historical, 0.538,S,, 77.626,W,3990,Stratovolcano,D3,S0
1502-05=,15,02,-05-,Cotopaxi,Ecuador,Historical, 0.677,S,, 78.436,W,5911,Stratovolcano,D2,S2
1502-06=,15,02,-06-,Quilotoa,Ecuador,Radiocarbon, 0.85,S,, 78.90,W,3914,Caldera,D6,S0
1502-071,15,02,-071,Chimborazo,Ecuador,Radiocarbon, 1.464,S,, 78.815,W,6310,Stratovolcano,D6,S0
1502-081,15,02,-081,Licto,Ecuador,Holocene?, 1.780,S,*, 78.613,W,3336,Scoria cones,?,M0
1502-08=,15,02,-08-,Tungurahua,Ecuador,Historical, 1.467,S,, 78.442,W,5023,Stratovolcano,D1,S1
1502-09=,15,02,-09-,Sangay,Ecuador,Historical, 2.002,S,, 78.341,W,5230,Stratovolcano,D1,S9
1503-011,15,03,-011,Ecuador,Galápagos,Surface Exposure, 0.02,S,, 91.546,W,790,Shield volcano,D6,M0
1503-01=,15,03,-01-,Fernandina,Galápagos,Historical, 0.37,S,, 91.55,W,1476,Shield volcano,D1,M0
1503-02=,15,03,-02-,Wolf,Galápagos,Historical, 0.02,N,, 91.35,W,1710,Shield volcano,D2,M0
1503-03=,15,03,-03-,Darwin,Galápagos,Surface Exposure, 0.18,S,, 91.28,W,1330,Shield volcano,D3,M0
1503-04=,15,03,-04-,Alcedo,Galápagos,Historical, 0.43,S,, 91.12,W,1130,Shield volcano,D2,S0
1503-05=,15,03,-05-,Negra_Sierra,Galápagos,Historical, 0.83,S,, 91.17,W,1124,Shield volcano,D1,M0
1503-06=,15,03,-06-,Cerro_Azul,Galápagos,Historical, 0.92,S,, 91.408,W,1640,Shield volcano,D1,M0
1503-07=,15,03,-07-,Pinta,Galápagos,Historical, 0.58,N,, 90.75,W,780,Shield volcano,D2,M0
1503-081,15,03,-081,Genovesa,Galápagos,Holocene, 0.32,N,, 89.958,W,64,Shield volcano,U,M0
1503-08=,15,03,-08-,Marchena,Galápagos,Historical, 0.33,N,, 90.47,W,343,Shield volcano,D2,M0
1503-091,15,03,-091,Santa_Cruz,Galápagos,Holocene, 0.62,S,, 90.33,W,864,Shield volcano,U,M0
1503-09=,15,03,-09-,Santiago,Galápagos,Historical, 0.22,S,, 90.77,W,920,Shield volcano,D2,M0
1503-12-,15,03,-12-,San_Cristobal,Galápagos,Holocene, 0.88,S,, 89.50,W,759,Shield volcano,U,M0
1504-00-,15,04,-00-,Quimsachata,Perú,Radiocarbon,14.20,S,, 71.33,W,3923,Lava dome,D7,S0
1504-001,15,04,-001,Cerro_Auquihuato,Perú,Holocene?,15.07,S,, 73.18,W,4980,Cinder cone,?,M0
1504-002,15,04,-002,Sara_Sara,Perú,Holocene,15.33,S,, 73.45,W,5522,Stratovolcano,U,S0
1504-003,15,04,-003,Coropuna,Perú,Holocene,15.52,S,, 72.65,W,6377,Stratovolcano,U,S0
1504-004,15,04,-004,Andahua_Orcopampa,Perú,Radiocarbon,15.42,S,*, 72.33,W,4713,Cinder cones,D6,M0
1504-005,15,04,-005,Huambo,Perú,Radiocarbon,15.83,S,, 72.13,W,4550,Volcanic field,D7,S0
1504-006,15,04,-006,Sabancaya,Perú,Historical,15.78,S,, 71.85,W,5967,Stratovolcanoes,D1,S0
1504-007,15,04,-007,Chachani_Nevado,Perú,Holocene?,16.191,S,, 71.530,W,6057,Stratovolcano,?,S0
1504-008,15,04,-008,Cerro_Nicholson,Perú,Holocene,16.261,S,, 71.730,W,2520,Cinder cone,U,M0
1504-01=,15,04,-01-,El_Misti,Perú,Historical,16.294,S,, 71.409,W,5822,Stratovolcano,D2,S0
1504-02=,15,04,-02-,Ubinas,Perú,Historical,16.355,S,, 70.903,W,5672,Stratovolcano,D1,S1
1504-031,15,04,-031,Ticsani,Perú,Tephrochronology,16.755,S,, 70.595,W,5408,Lava domes,D3,S0
1504-03=,15,04,-03-,Huaynaputina,Perú,Historical,16.608,S,, 70.85,W,4850,Stratovolcano,D5,S3
1504-04=,15,04,-04-,Tutupaca,Perú,Holocene,17.025,S,, 70.358,W,5815,Stratovolcano,U,S0
1504-05-,15,04,-05-,Yucamane,Perú,Historical,17.18,S,, 70.20,W,5550,Stratovolcanoes,D2,S0
1504-06-,15,04,-06-,Casiri_Nevados,Perú,Holocene,17.47,S,, 69.813,W,5650,Stratovolcanoes,U,S0
1505-011,15,05,-011,Taapaca,Chile-N,Radiocarbon,18.10,S,, 69.50,W,5860,Complex volcano,D7,S0
1505-012,15,05,-012,Parinacota,Chile-N,Surface Exposure,18.17,S,, 69.15,W,6348,Stratovolcano,D6,S0
